age,churn,contract,country,customer_id,dependents,deviceprotection,discount_offered,gender,internetservice,last_activity,monthlycharges,multiplelines,onlinebackup,onlinesecurity,paperlessbilling,partner,paymentmethod,phoneservice,product_category,purchase_amount,region,satisfaction_score,seniorcitizen,streamingmovies,streamingtv,support_tickets_raised,techsupport,tenure,totalcharges,transaction_date,transaction_id,user_name
63.0,1.0,,India,ECOM_16,,,,,,,,,,,,,Debit Card,,Grocery,653.84,,,,,,,,,,2023-06-28,26346,Emma Walker
58.0,0.0,,Japan,ECOM_25,,,,,,,,,,,,,Credit Card,,Grocery,559.73,,,,,,,,,,2024-08-07,20144,Sophia Lewis
24.0,1.0,,USA,ECOM_65,,,,,,,,,,,,,Cash on Delivery,,Clothing,606.92,,,,,,,,,,2024-02-19,27244,Emma Allen
28.0,1.0,,USA,ECOM_27,,,,,,,,,,,,,UPI,,Clothing,270.13,,,,,,,,,,2024-09-13,39126,Emma White
63.0,0.0,,Germany,ECOM_42,,,,,,,,,,,,,UPI,,Toys,371.13,,,,,,,,,,2023-06-28,45210,Noah Clark
23.0,0.0,,France,ECOM_19,,,,,,,,,,,,,UPI,,Books,708.24,,,,,,,,,,2025-02-26,3520,James Thompson
65.0,0.0,,India,ECOM_31,,,,,,,,,,,,,Cash on Delivery,,Sports,172.27,,,,,,,,,,2024-09-10,22364,James Lewis
20.0,0.0,,India,ECOM_75,,,,,,,,,,,,,Net Banking,,Grocery,638.09,,,,,,,,,,2024-08-19,10087,Noah Anderson
36.0,1.0,,Japan,ECOM_44,,,,,,,,,,,,,Debit Card,,Electronics,509.65,,,,,,,,,,2024-03-27,45455,Elijah Anderson
26.0,1.0,,Brazil,ECOM_3,,,,,,,,,,,,,Cash on Delivery,,Clothing,905.97,,,,,,,,,,2023-11-27,25733,Elijah Thompson
63.0,1.0,,Australia,ECOM_1,,,,,,,,,,,,,Debit Card,,Grocery,783.2,,,,,,,,,,2024-12-21,48196,Ava Hall
19.0,1.0,,Japan,ECOM_45,,,,,,,,,,,,,Cash on Delivery,,Beauty,218.31,,,,,,,,,,2024-11-10,36497,Ava Clark
60.0,1.0,,Japan,ECOM_89,,,,,,,,,,,,,UPI,,Clothing,923.63,,,,,,,,,,2023-08-22,8297,Sophia Rodriguez
40.0,1.0,,India,ECOM_22,,,,,,,,,,,,,PayPal,,Clothing,378.02,,,,,,,,,,2024-02-11,28209,Noah White
18.0,0.0,,Canada,ECOM_91,,,,,,,,,,,,,Credit Card,,Clothing,283.76,,,,,,,,,,2023-09-15,41214,Oliver Lewis
57.0,0.0,,UK,ECOM_63,,,,,,,,,,,,,Net Banking,,Toys,808.61,,,,,,,,,,2024-10-14,35635,James White
61.0,0.0,,Germany,ECOM_80,,,,,,,,,,,,,Net Banking,,Home & Kitchen,254.95,,,,,,,,,,2024-09-15,8332,James Allen
19.0,0.0,,Japan,ECOM_99,,,,,,,,,,,,,Net Banking,,Beauty,994.3,,,,,,,,,,2023-05-22,29054,Oliver Rodriguez
25.0,1.0,,USA,ECOM_40,,,,,,,,,,,,,UPI,,Grocery,731.13,,,,,,,,,,2023-09-20,29073,Elijah Lewis
19.0,1.0,,Germany,ECOM_13,,,,,,,,,,,,,Cash on Delivery,,Grocery,540.13,,,,,,,,,,2024-04-29,452,Sophia Harris
65.0,0.0,,UK,ECOM_24,,,,,,,,,,,,,Debit Card,,Toys,969.79,,,,,,,,,,2024-01-29,33382,Sophia Walker
40.0,0.0,,France,ECOM_13,,,,,,,,,,,,,PayPal,,Clothing,243.59,,,,,,,,,,2023-10-13,34183,Sophia Harris
52.0,1.0,,Mexico,ECOM_13,,,,,,,,,,,,,Net Banking,,Electronics,878.12,,,,,,,,,,2023-09-02,148,Sophia Harris
48.0,1.0,,Australia,ECOM_66,,,,,,,,,,,,,Credit Card,,Home & Kitchen,654.61,,,,,,,,,,2023-07-09,39010,Emma Hall
50.0,0.0,,India,ECOM_57,,,,,,,,,,,,,UPI,,Clothing,317.32,,,,,,,,,,2024-03-20,43356,Isabella Hall
63.0,0.0,,Germany,ECOM_19,,,,,,,,,,,,,Credit Card,,Clothing,939.13,,,,,,,,,,2024-05-16,27706,James Thompson
57.0,1.0,,India,ECOM_92,,,,,,,,,,,,,Net Banking,,Clothing,858.11,,,,,,,,,,2024-07-10,21466,Emma Rodriguez
21.0,1.0,,Mexico,ECOM_68,,,,,,,,,,,,,UPI,,Clothing,885.02,,,,,,,,,,2023-04-24,6800,Oliver Harris
58.0,1.0,,Australia,ECOM_50,,,,,,,,,,,,,Cash on Delivery,,Home & Kitchen,139.77,,,,,,,,,,2023-09-22,3439,Liam Lewis
62.0,0.0,,Brazil,ECOM_6,,,,,,,,,,,,,Cash on Delivery,,Beauty,118.88,,,,,,,,,,2024-07-17,25008,Elijah Harris
66.0,1.0,,Germany,ECOM_3,,,,,,,,,,,,,Net Banking,,Books,48.43,,,,,,,,,,2024-06-06,32382,Elijah Thompson
18.0,0.0,,Germany,ECOM_61,,,,,,,,,,,,,Debit Card,,Home & Kitchen,746.44,,,,,,,,,,2023-08-14,21011,Emma Harris
59.0,0.0,,Canada,ECOM_21,,,,,,,,,,,,,UPI,,Toys,791.5,,,,,,,,,,2023-10-19,8085,Noah Allen
31.0,0.0,,Australia,ECOM_41,,,,,,,,,,,,,PayPal,,Beauty,436.36,,,,,,,,,,2024-06-16,12523,Liam Hall
56.0,0.0,,India,ECOM_98,,,,,,,,,,,,,Debit Card,,Beauty,555.66,,,,,,,,,,2024-03-27,25872,Liam White
25.0,1.0,,India,ECOM_96,,,,,,,,,,,,,Credit Card,,Toys,272.06,,,,,,,,,,2023-09-09,35925,James Rodriguez
19.0,1.0,,France,ECOM_31,,,,,,,,,,,,,UPI,,Sports,260.75,,,,,,,,,,2024-05-30,14270,James Lewis
60.0,0.0,,Japan,ECOM_77,,,,,,,,,,,,,UPI,,Beauty,869.69,,,,,,,,,,2024-01-28,34287,Sophia Clark
41.0,0.0,,France,ECOM_96,,,,,,,,,,,,,Credit Card,,Grocery,285.51,,,,,,,,,,2023-09-14,43559,James Rodriguez
33.0,1.0,,Australia,ECOM_34,,,,,,,,,,,,,Cash on Delivery,,Clothing,462.63,,,,,,,,,,2024-06-01,32472,Noah Hall
33.0,1.0,,Brazil,ECOM_100,,,,,,,,,,,,,Credit Card,,Toys,707.57,,,,,,,,,,2023-09-07,23962,Olivia Walker
25.0,0.0,,Australia,ECOM_9,,,,,,,,,,,,,UPI,,Sports,379.39,,,,,,,,,,2025-01-04,40627,Liam Harris
21.0,1.0,,Brazil,ECOM_24,,,,,,,,,,,,,Net Banking,,Clothing,755.86,,,,,,,,,,2023-06-21,8541,Sophia Walker
29.0,1.0,,France,ECOM_73,,,,,,,,,,,,,Cash on Delivery,,Electronics,867.23,,,,,,,,,,2024-11-20,32150,Liam Clark
38.0,0.0,,India,ECOM_70,,,,,,,,,,,,,Credit Card,,Home & Kitchen,41.66,,,,,,,,,,2024-03-20,42319,Isabella Lewis
58.0,0.0,,UK,ECOM_77,,,,,,,,,,,,,Debit Card,,Sports,764.99,,,,,,,,,,2023-05-04,6118,Sophia Clark
48.0,0.0,,France,ECOM_49,,,,,,,,,,,,,PayPal,,Books,373.34,,,,,,,,,,2023-11-23,385,Liam Rodriguez
62.0,1.0,,Mexico,ECOM_51,,,,,,,,,,,,,Debit Card,,Toys,127.21,,,,,,,,,,2024-01-14,14804,Emma Anderson
60.0,0.0,,UK,ECOM_45,,,,,,,,,,,,,Net Banking,,Toys,116.67,,,,,,,,,,2023-12-03,30135,Ava Clark
61.0,1.0,,USA,ECOM_96,,,,,,,,,,,,,UPI,,Beauty,504.23,,,,,,,,,,2023-09-12,8963,James Rodriguez
24.0,1.0,,France,ECOM_78,,,,,,,,,,,,,Cash on Delivery,,Grocery,993.51,,,,,,,,,,2023-12-22,28142,Emma Lewis
25.0,1.0,,Canada,ECOM_28,,,,,,,,,,,,,Credit Card,,Home & Kitchen,855.56,,,,,,,,,,2024-08-20,36299,Liam Thompson
57.0,1.0,,France,ECOM_89,,,,,,,,,,,,,Debit Card,,Toys,728.82,,,,,,,,,,2023-12-16,19221,Sophia Rodriguez
42.0,1.0,,France,ECOM_33,,,,,,,,,,,,,UPI,,Clothing,517.73,,,,,,,,,,2023-09-01,23951,Isabella White
46.0,0.0,,Germany,ECOM_27,,,,,,,,,,,,,Debit Card,,Clothing,950.54,,,,,,,,,,2025-02-05,21215,Emma White
45.0,1.0,,USA,ECOM_62,,,,,,,,,,,,,Net Banking,,Grocery,720.29,,,,,,,,,,2025-02-16,43214,Ava Rodriguez
42.0,0.0,,Brazil,ECOM_89,,,,,,,,,,,,,Debit Card,,Toys,934.35,,,,,,,,,,2024-08-22,20849,Sophia Rodriguez
70.0,1.0,,Australia,ECOM_96,,,,,,,,,,,,,Credit Card,,Clothing,14.49,,,,,,,,,,2023-09-06,23727,James Rodriguez
53.0,0.0,,Australia,ECOM_38,,,,,,,,,,,,,Net Banking,,Home & Kitchen,781.05,,,,,,,,,,2023-11-19,29872,Elijah Clark
55.0,1.0,,Mexico,ECOM_43,,,,,,,,,,,,,Net Banking,,Books,150.61,,,,,,,,,,2024-04-05,31550,Ava Anderson
26.0,0.0,,Germany,ECOM_100,,,,,,,,,,,,,UPI,,Beauty,673.95,,,,,,,,,,2024-09-13,37618,Olivia Walker
33.0,1.0,,France,ECOM_27,,,,,,,,,,,,,Debit Card,,Clothing,442.2,,,,,,,,,,2024-12-27,27876,Emma White
48.0,1.0,,Canada,ECOM_3,,,,,,,,,,,,,PayPal,,Sports,332.45,,,,,,,,,,2023-04-15,31872,Elijah Thompson
33.0,1.0,,Germany,ECOM_6,,,,,,,,,,,,,UPI,,Electronics,331.63,,,,,,,,,,2023-11-14,36918,Elijah Harris
30.0,1.0,,Canada,ECOM_63,,,,,,,,,,,,,Cash on Delivery,,Books,221.45,,,,,,,,,,2024-11-03,16326,James White
37.0,0.0,,France,ECOM_42,,,,,,,,,,,,,UPI,,Beauty,281.69,,,,,,,,,,2023-11-30,48809,Noah Clark
42.0,1.0,,Australia,ECOM_44,,,,,,,,,,,,,Net Banking,,Home & Kitchen,556.63,,,,,,,,,,2024-08-21,4590,Elijah Anderson
27.0,1.0,,UK,ECOM_79,,,,,,,,,,,,,Net Banking,,Electronics,305.54,,,,,,,,,,2023-12-08,43376,Elijah Allen
44.0,1.0,,Mexico,ECOM_4,,,,,,,,,,,,,Debit Card,,Home & Kitchen,415.0,,,,,,,,,,2025-01-10,3819,Elijah White
28.0,1.0,,India,ECOM_32,,,,,,,,,,,,,Credit Card,,Clothing,959.99,,,,,,,,,,2023-09-17,43992,Noah Thompson
41.0,0.0,,France,ECOM_93,,,,,,,,,,,,,Cash on Delivery,,Electronics,600.81,,,,,,,,,,2024-09-07,12136,Isabella Thompson
51.0,0.0,,India,ECOM_20,,,,,,,,,,,,,UPI,,Books,329.5,,,,,,,,,,2025-02-26,15625,Emma Clark
64.0,1.0,,Brazil,ECOM_52,,,,,,,,,,,,,Cash on Delivery,,Grocery,201.49,,,,,,,,,,2024-08-04,8364,Sophia Thompson
20.0,0.0,,Canada,ECOM_52,,,,,,,,,,,,,PayPal,,Sports,887.82,,,,,,,,,,2024-09-09,2878,Sophia Thompson
38.0,0.0,,Brazil,ECOM_15,,,,,,,,,,,,,UPI,,Books,842.69,,,,,,,,,,2024-07-28,14592,Ava Thompson
30.0,0.0,,Brazil,ECOM_26,,,,,,,,,,,,,Credit Card,,Toys,984.64,,,,,,,,,,2023-07-09,34509,Noah Harris
48.0,0.0,,Australia,ECOM_56,,,,,,,,,,,,,Net Banking,,Home & Kitchen,830.75,,,,,,,,,,2023-12-22,22158,Isabella Rodriguez
20.0,1.0,,Mexico,ECOM_95,,,,,,,,,,,,,PayPal,,Home & Kitchen,403.0,,,,,,,,,,2024-01-23,43581,Ava White
57.0,1.0,,UK,ECOM_24,,,,,,,,,,,,,UPI,,Beauty,324.59,,,,,,,,,,2024-07-24,12547,Sophia Walker
37.0,1.0,,Canada,ECOM_59,,,,,,,,,,,,,PayPal,,Clothing,279.42,,,,,,,,,,2023-10-16,19301,Oliver Hall
30.0,1.0,,France,ECOM_94,,,,,,,,,,,,,Net Banking,,Grocery,126.11,,,,,,,,,,2024-10-10,47653,Olivia White
27.0,1.0,,Mexico,ECOM_86,,,,,,,,,,,,,PayPal,,Beauty,33.25,,,,,,,,,,2023-12-26,23492,James Walker
35.0,0.0,,Canada,ECOM_13,,,,,,,,,,,,,PayPal,,Books,781.25,,,,,,,,,,2024-03-22,276,Sophia Harris
40.0,1.0,,Japan,ECOM_22,,,,,,,,,,,,,PayPal,,Beauty,811.86,,,,,,,,,,2024-06-25,11811,Noah White
63.0,1.0,,Mexico,ECOM_5,,,,,,,,,,,,,Credit Card,,Clothing,432.82,,,,,,,,,,2023-04-04,7178,Ava Harris
50.0,1.0,,UK,ECOM_96,,,,,,,,,,,,,UPI,,Beauty,761.06,,,,,,,,,,2024-01-21,36125,James Rodriguez
67.0,1.0,,Japan,ECOM_63,,,,,,,,,,,,,Cash on Delivery,,Grocery,671.01,,,,,,,,,,2024-02-15,5807,James White
24.0,0.0,,France,ECOM_32,,,,,,,,,,,,,Credit Card,,Books,457.18,,,,,,,,,,2023-09-15,33779,Noah Thompson
31.0,0.0,,Canada,ECOM_53,,,,,,,,,,,,,PayPal,,Beauty,583.58,,,,,,,,,,2025-02-28,7942,Ava Lewis
30.0,1.0,,Germany,ECOM_30,,,,,,,,,,,,,Credit Card,,Clothing,557.43,,,,,,,,,,2024-05-17,3614,Olivia Hall
37.0,1.0,,UK,ECOM_46,,,,,,,,,,,,,Credit Card,,Electronics,454.24,,,,,,,,,,2024-05-19,41246,Isabella Anderson
46.0,0.0,,France,ECOM_13,,,,,,,,,,,,,Net Banking,,Sports,16.74,,,,,,,,,,2024-02-17,28405,Sophia Harris
50.0,0.0,,Japan,ECOM_41,,,,,,,,,,,,,Debit Card,,Books,751.13,,,,,,,,,,2023-06-16,46271,Liam Hall
41.0,1.0,,Brazil,ECOM_37,,,,,,,,,,,,,UPI,,Beauty,11.27,,,,,,,,,,2023-10-29,38693,Olivia Rodriguez
64.0,0.0,,USA,ECOM_4,,,,,,,,,,,,,Net Banking,,Beauty,324.51,,,,,,,,,,2024-01-24,47238,Elijah White
50.0,0.0,,India,ECOM_57,,,,,,,,,,,,,UPI,,Sports,291.39,,,,,,,,,,2023-09-21,7365,Isabella Hall
56.0,1.0,,France,ECOM_12,,,,,,,,,,,,,Credit Card,,Toys,684.82,,,,,,,,,,2023-12-26,1588,Sophia Allen
43.0,0.0,,Australia,ECOM_9,,,,,,,,,,,,,Credit Card,,Electronics,332.22,,,,,,,,,,2023-09-16,36285,Liam Harris
52.0,1.0,,France,ECOM_53,,,,,,,,,,,,,Cash on Delivery,,Beauty,34.35,,,,,,,,,,2023-08-18,13555,Ava Lewis
65.0,0.0,,Germany,ECOM_91,,,,,,,,,,,,,Net Banking,,Toys,903.45,,,,,,,,,,2023-11-26,21038,Oliver Lewis
40.0,1.0,,USA,ECOM_62,,,,,,,,,,,,,UPI,,Electronics,629.28,,,,,,,,,,2023-08-08,33052,Ava Rodriguez
25.0,1.0,,USA,ECOM_78,,,,,,,,,,,,,Debit Card,,Home & Kitchen,340.25,,,,,,,,,,2023-11-19,12936,Emma Lewis
70.0,1.0,,USA,ECOM_51,,,,,,,,,,,,,PayPal,,Home & Kitchen,172.04,,,,,,,,,,2023-12-27,24646,Emma Anderson
45.0,0.0,,Canada,ECOM_38,,,,,,,,,,,,,PayPal,,Beauty,125.54,,,,,,,,,,2024-01-08,7055,Elijah Clark
57.0,0.0,,USA,ECOM_96,,,,,,,,,,,,,PayPal,,Home & Kitchen,997.0,,,,,,,,,,2023-06-08,15742,James Rodriguez
24.0,1.0,,USA,ECOM_81,,,,,,,,,,,,,Net Banking,,Grocery,554.47,,,,,,,,,,2023-12-27,30837,Noah Rodriguez
18.0,0.0,,Japan,ECOM_36,,,,,,,,,,,,,Credit Card,,Grocery,318.46,,,,,,,,,,2024-11-04,151,Isabella Clark
31.0,0.0,,Australia,ECOM_86,,,,,,,,,,,,,Debit Card,,Clothing,153.1,,,,,,,,,,2023-07-07,8846,James Walker
43.0,1.0,,France,ECOM_86,,,,,,,,,,,,,Net Banking,,Books,953.76,,,,,,,,,,2024-12-28,46981,James Walker
37.0,1.0,,Brazil,ECOM_61,,,,,,,,,,,,,PayPal,,Home & Kitchen,32.6,,,,,,,,,,2024-07-17,46989,Emma Harris
49.0,0.0,,Japan,ECOM_3,,,,,,,,,,,,,UPI,,Sports,449.26,,,,,,,,,,2025-02-02,1411,Elijah Thompson
59.0,1.0,,UK,ECOM_83,,,,,,,,,,,,,UPI,,Beauty,28.46,,,,,,,,,,2024-10-01,38207,Emma Thompson
47.0,1.0,,Australia,ECOM_40,,,,,,,,,,,,,Credit Card,,Books,667.16,,,,,,,,,,2024-05-14,36260,Elijah Lewis
18.0,0.0,,Australia,ECOM_93,,,,,,,,,,,,,UPI,,Home & Kitchen,917.96,,,,,,,,,,2023-04-24,26075,Isabella Thompson
27.0,0.0,,Japan,ECOM_11,,,,,,,,,,,,,UPI,,Electronics,738.29,,,,,,,,,,2023-07-27,1534,James Clark
18.0,0.0,,USA,ECOM_36,,,,,,,,,,,,,Cash on Delivery,,Grocery,174.46,,,,,,,,,,2024-07-02,9790,Isabella Clark
64.0,1.0,,Canada,ECOM_38,,,,,,,,,,,,,UPI,,Grocery,990.17,,,,,,,,,,2023-08-19,38783,Elijah Clark
54.0,0.0,,Australia,ECOM_33,,,,,,,,,,,,,Cash on Delivery,,Home & Kitchen,49.76,,,,,,,,,,2024-09-28,44447,Isabella White
32.0,0.0,,France,ECOM_32,,,,,,,,,,,,,Cash on Delivery,,Home & Kitchen,326.68,,,,,,,,,,2025-02-26,23323,Noah Thompson
55.0,0.0,,Brazil,ECOM_54,,,,,,,,,,,,,Debit Card,,Grocery,964.98,,,,,,,,,,2024-05-14,21776,Oliver Thompson
25.0,1.0,,Canada,ECOM_59,,,,,,,,,,,,,Net Banking,,Electronics,611.38,,,,,,,,,,2025-02-27,48775,Oliver Hall
55.0,0.0,,India,ECOM_100,,,,,,,,,,,,,UPI,,Grocery,183.83,,,,,,,,,,2023-05-12,48115,Olivia Walker
58.0,1.0,,Mexico,ECOM_17,,,,,,,,,,,,,UPI,,Sports,259.27,,,,,,,,,,2024-05-14,23890,Olivia Harris
57.0,0.0,,France,ECOM_5,,,,,,,,,,,,,UPI,,Toys,256.09,,,,,,,,,,2023-12-28,49909,Ava Harris
57.0,1.0,,France,ECOM_25,,,,,,,,,,,,,PayPal,,Sports,814.33,,,,,,,,,,2024-04-27,20636,Sophia Lewis
41.0,0.0,,France,ECOM_1,,,,,,,,,,,,,Net Banking,,Electronics,890.31,,,,,,,,,,2024-07-28,11281,Ava Hall
46.0,1.0,,Canada,ECOM_54,,,,,,,,,,,,,Debit Card,,Beauty,166.83,,,,,,,,,,2024-09-12,49580,Oliver Thompson
57.0,0.0,,Brazil,ECOM_1,,,,,,,,,,,,,Cash on Delivery,,Sports,872.25,,,,,,,,,,2023-04-16,18615,Ava Hall
65.0,0.0,,UK,ECOM_94,,,,,,,,,,,,,Credit Card,,Home & Kitchen,970.92,,,,,,,,,,2023-10-28,48096,Olivia White
31.0,0.0,,UK,ECOM_84,,,,,,,,,,,,,Net Banking,,Home & Kitchen,489.72,,,,,,,,,,2024-02-08,12858,Olivia Anderson
24.0,1.0,,UK,ECOM_75,,,,,,,,,,,,,Net Banking,,Clothing,367.33,,,,,,,,,,2024-03-24,28403,Noah Anderson
68.0,1.0,,UK,ECOM_56,,,,,,,,,,,,,PayPal,,Electronics,545.56,,,,,,,,,,2025-01-29,13971,Isabella Rodriguez
63.0,0.0,,Germany,ECOM_16,,,,,,,,,,,,,Net Banking,,Sports,880.59,,,,,,,,,,2024-07-04,47622,Emma Walker
61.0,0.0,,Germany,ECOM_61,,,,,,,,,,,,,Cash on Delivery,,Electronics,597.49,,,,,,,,,,2025-01-08,7518,Emma Harris
37.0,0.0,,UK,ECOM_16,,,,,,,,,,,,,Debit Card,,Toys,787.1,,,,,,,,,,2024-08-11,555,Emma Walker
41.0,0.0,,Australia,ECOM_38,,,,,,,,,,,,,Debit Card,,Sports,394.88,,,,,,,,,,2024-03-03,15373,Elijah Clark
26.0,1.0,,Brazil,ECOM_67,,,,,,,,,,,,,Cash on Delivery,,Toys,83.94,,,,,,,,,,2023-05-30,48203,Olivia Lewis
40.0,1.0,,Germany,ECOM_21,,,,,,,,,,,,,Net Banking,,Clothing,388.37,,,,,,,,,,2023-04-19,30251,Noah Allen
36.0,0.0,,UK,ECOM_2,,,,,,,,,,,,,PayPal,,Books,706.55,,,,,,,,,,2025-01-07,6856,Sophia Hall
66.0,1.0,,Australia,ECOM_65,,,,,,,,,,,,,Credit Card,,Clothing,141.34,,,,,,,,,,2023-08-23,40776,Emma Allen
34.0,1.0,,Germany,ECOM_50,,,,,,,,,,,,,Debit Card,,Beauty,708.82,,,,,,,,,,2024-07-19,5956,Liam Lewis
65.0,1.0,,Canada,ECOM_47,,,,,,,,,,,,,PayPal,,Sports,738.16,,,,,,,,,,2024-05-31,507,Sophia White
60.0,0.0,,Australia,ECOM_46,,,,,,,,,,,,,Debit Card,,Toys,547.22,,,,,,,,,,2023-10-06,43975,Isabella Anderson
67.0,1.0,,Australia,ECOM_17,,,,,,,,,,,,,Cash on Delivery,,Home & Kitchen,183.49,,,,,,,,,,2023-07-20,4387,Olivia Harris
60.0,1.0,,Canada,ECOM_13,,,,,,,,,,,,,PayPal,,Electronics,25.79,,,,,,,,,,2023-05-24,29981,Sophia Harris
26.0,0.0,,UK,ECOM_1,,,,,,,,,,,,,PayPal,,Toys,926.55,,,,,,,,,,2024-12-16,47770,Ava Hall
55.0,0.0,,UK,ECOM_89,,,,,,,,,,,,,UPI,,Beauty,126.95,,,,,,,,,,2024-12-24,2372,Sophia Rodriguez
31.0,1.0,,Mexico,ECOM_51,,,,,,,,,,,,,Credit Card,,Grocery,695.71,,,,,,,,,,2023-06-24,19955,Emma Anderson
48.0,0.0,,USA,ECOM_33,,,,,,,,,,,,,Cash on Delivery,,Beauty,950.29,,,,,,,,,,2024-01-28,14420,Isabella White
26.0,0.0,,Germany,ECOM_91,,,,,,,,,,,,,Credit Card,,Books,121.86,,,,,,,,,,2024-07-07,27088,Oliver Lewis
59.0,0.0,,Japan,ECOM_42,,,,,,,,,,,,,Debit Card,,Sports,243.48,,,,,,,,,,2024-11-25,14389,Noah Clark
24.0,1.0,,Brazil,ECOM_66,,,,,,,,,,,,,UPI,,Toys,69.19,,,,,,,,,,2024-09-13,33672,Emma Hall
58.0,0.0,,Australia,ECOM_44,,,,,,,,,,,,,Net Banking,,Home & Kitchen,361.38,,,,,,,,,,2023-11-23,880,Elijah Anderson
43.0,0.0,,Australia,ECOM_60,,,,,,,,,,,,,Net Banking,,Grocery,40.81,,,,,,,,,,2023-10-25,9170,James Hall
38.0,0.0,,Germany,ECOM_34,,,,,,,,,,,,,PayPal,,Beauty,502.75,,,,,,,,,,2023-05-26,49900,Noah Hall
67.0,1.0,,USA,ECOM_74,,,,,,,,,,,,,PayPal,,Books,107.76,,,,,,,,,,2023-09-30,27983,James Harris
21.0,0.0,,Australia,ECOM_77,,,,,,,,,,,,,Cash on Delivery,,Electronics,617.56,,,,,,,,,,2023-09-30,18042,Sophia Clark
22.0,0.0,,UK,ECOM_29,,,,,,,,,,,,,Credit Card,,Toys,532.93,,,,,,,,,,2023-05-16,12292,Oliver Allen
48.0,0.0,,USA,ECOM_54,,,,,,,,,,,,,Net Banking,,Books,690.13,,,,,,,,,,2024-07-25,33005,Oliver Thompson
43.0,0.0,,Canada,ECOM_50,,,,,,,,,,,,,Net Banking,,Grocery,378.11,,,,,,,,,,2023-03-14,38544,Liam Lewis
54.0,0.0,,Mexico,ECOM_73,,,,,,,,,,,,,PayPal,,Sports,240.68,,,,,,,,,,2024-07-22,24902,Liam Clark
51.0,1.0,,France,ECOM_75,,,,,,,,,,,,,Cash on Delivery,,Home & Kitchen,388.62,,,,,,,,,,2024-04-01,18215,Noah Anderson
67.0,1.0,,Japan,ECOM_50,,,,,,,,,,,,,Net Banking,,Sports,685.42,,,,,,,,,,2024-10-28,956,Liam Lewis
46.0,0.0,,Mexico,ECOM_57,,,,,,,,,,,,,Cash on Delivery,,Beauty,861.76,,,,,,,,,,2024-06-14,40498,Isabella Hall
24.0,1.0,,Germany,ECOM_87,,,,,,,,,,,,,Net Banking,,Books,254.54,,,,,,,,,,2023-06-23,44237,Oliver White
52.0,1.0,,Australia,ECOM_27,,,,,,,,,,,,,Credit Card,,Sports,849.29,,,,,,,,,,2023-10-13,48346,Emma White
55.0,1.0,,India,ECOM_64,,,,,,,,,,,,,Debit Card,,Books,846.62,,,,,,,,,,2023-12-07,26265,Elijah Walker
44.0,1.0,,Australia,ECOM_34,,,,,,,,,,,,,Net Banking,,Toys,867.78,,,,,,,,,,2024-04-06,2073,Noah Hall
42.0,0.0,,Canada,ECOM_60,,,,,,,,,,,,,PayPal,,Home & Kitchen,657.46,,,,,,,,,,2024-03-17,873,James Hall
47.0,0.0,,Australia,ECOM_25,,,,,,,,,,,,,Debit Card,,Beauty,350.22,,,,,,,,,,2024-11-30,14778,Sophia Lewis
65.0,1.0,,Japan,ECOM_20,,,,,,,,,,,,,UPI,,Sports,778.35,,,,,,,,,,2024-04-30,33190,Emma Clark
47.0,1.0,,Brazil,ECOM_57,,,,,,,,,,,,,Debit Card,,Clothing,519.5,,,,,,,,,,2024-01-13,3597,Isabella Hall
47.0,1.0,,Japan,ECOM_19,,,,,,,,,,,,,Credit Card,,Toys,997.84,,,,,,,,,,2023-03-27,21682,James Thompson
34.0,1.0,,UK,ECOM_53,,,,,,,,,,,,,Credit Card,,Grocery,756.03,,,,,,,,,,2023-12-25,31552,Ava Lewis
46.0,0.0,,USA,ECOM_58,,,,,,,,,,,,,PayPal,,Toys,920.04,,,,,,,,,,2023-04-25,15737,Oliver Anderson
37.0,1.0,,Japan,ECOM_26,,,,,,,,,,,,,PayPal,,Home & Kitchen,185.3,,,,,,,,,,2024-06-28,20205,Noah Harris
55.0,1.0,,Australia,ECOM_27,,,,,,,,,,,,,Net Banking,,Toys,17.23,,,,,,,,,,2024-09-25,7611,Emma White
23.0,1.0,,France,ECOM_16,,,,,,,,,,,,,Debit Card,,Electronics,385.13,,,,,,,,,,2024-06-17,27441,Emma Walker
53.0,1.0,,Australia,ECOM_60,,,,,,,,,,,,,Debit Card,,Electronics,226.37,,,,,,,,,,2023-09-10,2828,James Hall
56.0,0.0,,Japan,ECOM_96,,,,,,,,,,,,,PayPal,,Toys,206.14,,,,,,,,,,2023-10-08,4383,James Rodriguez
50.0,1.0,,UK,ECOM_49,,,,,,,,,,,,,Debit Card,,Grocery,658.57,,,,,,,,,,2023-04-21,32935,Liam Rodriguez
50.0,0.0,,UK,ECOM_23,,,,,,,,,,,,,Debit Card,,Grocery,881.78,,,,,,,,,,2024-05-30,26513,Ava Allen
51.0,1.0,,Australia,ECOM_37,,,,,,,,,,,,,Net Banking,,Clothing,506.14,,,,,,,,,,2023-12-31,10093,Olivia Rodriguez
26.0,1.0,,France,ECOM_34,,,,,,,,,,,,,Net Banking,,Clothing,467.16,,,,,,,,,,2025-02-16,28883,Noah Hall
70.0,0.0,,UK,ECOM_8,,,,,,,,,,,,,PayPal,,Electronics,77.45,,,,,,,,,,2023-11-27,29200,Olivia Allen
40.0,1.0,,UK,ECOM_66,,,,,,,,,,,,,Debit Card,,Beauty,508.65,,,,,,,,,,2024-10-16,3718,Emma Hall
